1.96,1.7496,3.0306000000000006
1.7149999999999999,1.7755,3.11535977413573
1.47,1.8014000000000001,3.1731657083006035
1.225,1.8273,3.2045121148793614
0.98,1.8532,3.2098999999999993
0.735,1.833125,3.2019192809874766
0.49,1.81305,3.169835540998008
0.245,1.792975,3.1252874241990227
0.0,1.7729,3.070900000000001
-0.245,1.7305249999999999,3.0115790857016385
-0.49,1.6881499999999998,2.942139453666371
-0.735,1.645775,2.862696332554526
-0.98,1.6034,2.7772
-1.225,1.5473249999999998,2.6919916197739604
-1.47,1.49125,2.6012863337494987
-1.7149999999999999,1.435175,2.5015324268458543
-1.96,1.3791,2.3888
1.96,1.99635,2.9790283561812343
1.7149999999999999,2.0222875,3.056255948244249
1.47,2.0482250000000004,3.1081542163120255
1.225,2.0741625,3.1352501376151145
0.98,2.1001,3.1380774025247815
0.735,2.0797125,3.131805159011679
0.49,2.0593250000000003,3.102768888309239
0.245,2.0389375,3.0611633339175146
0.0,2.01855,3.009331006689204
-0.245,1.97266875,2.954063001103759
-0.49,1.9267874999999999,2.888253558824551
-0.735,1.88090625,2.812097727853321
-0.98,1.835025,2.731034258507881
-1.225,1.7794499999999998,2.6537259676989025
-1.47,1.723875,2.5755737332204216
-1.7149999999999999,1.6683000000000001,2.493838242927484
-1.96,1.612725,2.4054087148777885
1.96,2.2431,2.9128378082416457
1.7149999999999999,2.269075,2.98263537478397
1.47,2.2950500000000003,3.028829517751543
1.225,2.321025,3.0519799716037914
0.98,2.347,3.052653203366376
0.735,2.3263,3.048634773851346
0.49,2.3056,3.0232683941377134
0.245,2.2849,2.9851348403757934
0.0,2.2641999999999998,2.936258008918938
-0.245,2.2148125,2.8856057606096828
-0.49,2.165425,2.823851700572372
-0.735,2.1160375,2.7512814385144972
-0.98,2.06665,2.6744456780105086
-1.225,2.0115749999999997,2.6034077241067997
-1.47,1.9565000000000001,2.5350802818439675
-1.7149999999999999,1.9014250000000001,2.4675223937248174
-1.96,1.8463500000000002,2.3984282865037185
1.96,2.48985,2.832028356181234
1.7149999999999999,2.5158625000000003,2.8944980537548903
1.47,2.541875,2.935191612619156
1.225,2.5678875000000003,2.95470161684539
0.98,2.5939,2.953627402524782
0.735,2.5728875,2.9524081255064796
0.49,2.551875,2.9313340584834346
0.245,2.5308625,2.897201943573855
0.0,2.50985,2.851681006689203
-0.245,2.45695625,2.8062073642194107
-0.49,2.4040625,2.748933878909835
-0.735,2.3511687500000003,2.6802474645380547
-0.98,2.2982750000000003,2.607434258507882
-1.225,2.2437,2.5410368889976516
-1.47,2.189125,2.4798059796201355
-1.7149999999999999,2.13455,2.422584879237854
-1.96,2.079975,2.3678587148777894
1.96,2.7366,2.7365999999999997
1.7149999999999999,2.7626500000000003,2.791843985157012
1.47,2.7887000000000004,2.8272405009148636
1.225,2.81475,2.8434150733399126
0.98,2.8408,2.841
0.735,2.819475,2.8431252139770793
0.49,2.79815,2.8269658813464007
0.245,2.776825,2.797364643511704
0.0,2.7555,2.7556000000000003
-0.245,2.6991,2.715867811932942
-0.49,2.6427,2.6635000938369418
-0.735,2.5863,2.5989958059239933
-0.98,2.5299,2.5300000000000002
-1.225,2.475825,2.4666134623714577
-1.47,2.4217500000000003,2.4097508265489265
-1.7149999999999999,2.367675,2.359025699466593
-1.96,2.3136,2.313700000000002
1.96,2.97535,2.6303499345628443
1.7149999999999999,3.0017000000000005,2.6785672480137004
1.47,3.0280500000000004,2.708889081634952
1.225,3.0544000000000002,2.7219796933489073
0.98,3.08075,2.718510269442916
0.735,3.061725,2.723050808822525
0.49,3.0427,2.7110252272754636
0.245,3.023675,2.685198190881472
0.0,3.00465,2.646399005191919
-0.245,2.94948125,2.610949195482873
-0.49,2.8943125,2.562032018912416
-0.735,2.83914375,2.5002222112141235
-0.98,2.783975,2.433073380837217
-1.225,2.72408125,2.3736800029309997
-1.47,2.6641875,2.3210114124722776
-1.7149999999999999,2.60429375,2.2754716144808502
-1.96,2.5444,2.237033166853749
1.96,3.2141,2.5104135313025866
1.7149999999999999,3.2407500000000002,2.5516697771114156
1.47,3.2674000000000003,2.5770782682025124
1.225,3.2940500000000004,2.5873427122615564
0.98,3.3207000000000004,2.5831739039989747
0.735,3.3039750000000003,2.590375422800534
0.49,3.2872500000000002,2.5828243040326306
0.245,3.270525,2.5610412713115323
